accx,accy,accz,gyrx,gyry,gyrz
-9.6845455,-5.7484784,0.23463176,0.23457226,-0.874759,0.15882497
-9.569624,-4.213795,0.9864111,0.34697145,-0.82711154,0.22968534
-9.603143,-2.56419,1.9321208,0.4361578,-0.7733554,0.32253686
-9.696517,-1.5682021,2.2481554,0.5522222,-0.7171558,0.408058
-9.160215,-0.60094464,1.8315643,0.77946407,-0.6646214,0.4886922
-8.341399,0.15562311,1.0151415,1.0128145,-0.6169739,0.54367006
-7.627927,-0.37828386,0.34955344,1.0238101,-0.58276546,0.5925393
-7.716512,-1.2162545,-0.37588966,1.0519099,-0.5045747,0.6047566
-8.307879,-1.0702082,-0.7326257,1.1472049,-0.38728857,0.6169739
-9.315839,-0.14604631,-0.5530606,0.97127575,-0.20769419,0.48991394
-10.184934,1.0606314,0.079008654,0.8735373,-0.2321288,0.50701815
-10.000581,1.3742718,0.50996494,0.72082096,-0.19425514,0.63407815
-9.629479,1.3263878,0.6919243,0.6365216,-0.10629055,0.8417723
-9.703699,1.5610195,0.47405192,0.376293,-0.13072516,1.1154399
-10.218452,1.1324574,0.59855044,0.2724459,-0.14049901,1.5515977
-10.18254,1.388637,-0.44532153,0.19303341,-0.09407325,2.0549507
-10.110714,0.48841715,-0.50757074,-0.23090707,-0.10751228,2.4263568
-10.010158,-0.41180268,-0.9935937,-0.8698721,-0.22113322,2.879619
-9.900024,-0.4333505,-1.3551182,-1.4501941,-0.059864793,3.3206635
-9.746795,0.35673606,-1.4628572,-2.1380284,-0.21380283,3.8716638
-9.682152,1.4173675,-1.4556746,-3.2656856,-0.24923302,4.189314
-9.583989,1.745373,-0.8714894,-3.8728857,-0.23823744,4.3359213
-9.583989,1.9536686,-0.4165911,-3.853338,-0.27366763,4.3982296
-9.770737,2.1332338,-0.18674773,-3.186273,-0.39706242,4.3750167
-9.471462,2.3822308,-0.19153613,-1.3426818,-0.50823987,4.785518
-8.686164,2.60968,-0.4381389,-0.042760566,-0.42271876,4.946787
-8.298303,2.873042,-0.62728083,0.112399206,-0.49357912,4.546059
-8.018182,3.1483753,-1.0414777,-0.015882496,-0.37507126,4.0500364
-8.018182,3.1483753,-1.0414777,0.14538592,-0.26389378,3.6468656
-8.224083,2.8874073,-0.81163436,0.14905111,-0.20647246,3.659083
-8.310274,2.9712043,-0.40462008,0.056199603,-0.105068825,3.98895
-8.283937,3.205836,-0.09816227,-0.35796702,-0.028099801,3.9046507
-8.010999,3.5434184,0.08140286,-0.6914995,0.013439035,3.7323866
-7.4363904,4.086902,-0.08140286,-0.752586,0.0012217305,3.5906658
-7.050924,4.783615,-0.088585466,-0.5155703,-0.02565634,3.458719
-6.730101,4.975151,-0.050278235,-0.30543262,-0.021991149,3.3622024
-6.670246,4.711789,0.095768064,0.12583824,0.030543262,3.331659
-7.07726,4.0222588,-0.009576807,0.31642818,0.112399206,3.38175
-7.560889,3.5817258,0.01436521,0.22968534,0.27366763,3.2705724
-7.668628,3.6152446,-0.34955344,0.08552113,0.41905355,3.1325169
-7.800309,3.7373488,-0.61052144,0.02565634,0.49846604,3.1068606
-7.800309,3.7181952,-0.8499416,-0.13805555,0.6133087,3.1764994
-8.070854,3.4620156,-0.80445176,-0.21502456,0.6585127,3.1948252
-8.595184,2.9400797,-0.770933,-0.36163223,0.7318166,3.1874948
-8.983045,2.2266076,-0.6919243,-0.47036624,0.75747293,3.150843
-9.334992,2.4660277,-0.81881696,-0.5204572,0.752586,3.095865
-9.370906,2.9592333,-1.1109096,-0.4166101,0.73914695,3.0079005
-9.289502,3.0502129,-1.6783354,-0.18325958,0.7892379,2.960253
-9.25359,2.4732103,-1.7788919,-0.09162979,0.8332202,2.9932396
-9.727641,2.183512,-1.9728222,-0.09773844,0.8686504,2.9859092
-10.09156,2.0350714,-2.0374656,-0.20647246,0.93584555,2.896723
-9.890448,1.8890251,-2.4947581,-0.3555236,0.91751957,2.7501154
-9.303867,1.9895816,-3.3423057,-0.56321776,0.893085,2.538756
-8.880095,1.9752164,-3.763685,-0.6291912,0.8979719,2.3774874
-8.911219,2.0638018,-3.6056678,-0.40194935,0.9334021,2.2553146
-9.040505,2.9592333,-3.514688,0.015882496,0.97494096,2.0683897
-9.765948,3.2130187,-2.72939,0.5876524,0.9761627,1.9547688
-10.127473,3.1747115,-2.27928,0.9810496,0.96761054,1.9254472
-9.888053,3.25372,-2.3558946,1.1093313,0.91874135,1.8997909
-9.835381,3.9480386,-2.336741,0.93828905,0.86009824,1.7898352
-9.821015,4.6519337,-2.4420857,0.453262,0.7867944,1.5552629
-9.880871,4.7429137,-2.858677,-0.087964594,0.6401868,1.3109168
-9.923966,5.0493712,-3.016694,-0.4654793,0.5412266,1.1093313
-9.78989,5.2648497,-3.040636,-0.48624873,0.59131753,1.0592403
-9.416395,4.9320555,-3.107674,-0.14782938,0.6389651,1.1117748
-9.004593,5.085284,-3.9456444,0.26145032,0.6230826,1.0274754
-8.860941,4.912902,-3.1986535,0.5705481,0.66828656,0.95539325
-9.0476885,4.9176903,-3.0382419,0.7611381,0.6927212,1.0396926
-9.198523,5.4444146,-3.052607,0.7147123,0.61208695,1.0604621
-9.14585,5.8083334,-3.13401,0.41172317,0.5412266,0.93951076
-9.124303,6.215348,-3.2561142,0.17348573,0.56199604,0.8051204
-8.655039,7.539341,-3.3686419,0.2846632,0.6243043,0.7098254
-7.8769236,8.762778,-4.06296,0.44593164,0.6731735,0.6805039
-7.7332716,9.344569,-3.4859576,0.8979719,0.73792523,0.6267477
-7.702147,8.614338,-3.9336734,0.90041536,0.75991637,0.5681047
-7.807492,7.893683,-4.297592,0.8246681,0.77824235,0.41538838
-7.395689,8.303091,-5.1547165,0.77824235,0.7623598,0.25167647
-7.9846625,9.01417,-5.470751,0.77213365,0.7281514,0.09773844
-8.389283,9.279925,-6.021417,0.75502944,0.6780604,-0.061086524
-8.310274,7.1993647,-4.5322237,0.59864795,0.65240407,-0.2406809
-7.7093296,7.0006456,-5.8562174,0.4447099,0.58032197,-0.44226643
